0,45,0
-0.39178,45.001,0
-0.78423,45,0
-1.1767,44.998,0
-1.5693,44.993,0
-1.962,44.987,0
-2.3547,44.978,0
-2.7474,44.967,0
-3.1403,44.954,0
-3.5333,44.939,0
-3.9263,44.922,0
-4.3195,44.903,0
-4.7128,44.881,0
-5.1061,44.858,0
-5.4996,44.833,0
-5.8933,44.805,0
-6.287,44.776,0
-6.6809,44.744,0
-7.0749,44.71,0
-7.4691,44.674,0
-7.8635,44.636,0
-8.2579,44.596,0
-8.6526,44.554,0
-9.0474,44.509,0
-9.4424,44.463,0
-9.8375,44.414,0
-10.233,44.363,0
-10.628,44.309,0
-11.024,44.254,0
-11.42,44.196,0
-11.816,44.136,0
-12.212,44.074,0
-12.608,44.009,0
-13.005,43.942,0
-13.401,43.872,0
-13.798,43.8,0
-14.195,43.726,0
-14.592,43.65,0
-14.99,43.57,0
-15.387,43.489,0
-15.784,43.405,0
-16.182,43.318,0
-16.58,43.229,0
-16.978,43.137,0
-17.375,43.042,0
-17.773,42.945,0
-18.171,42.845,0
-18.569,42.743,0
-18.967,42.638,0
-19.366,42.53,0
-19.764,42.419,0
-20.162,42.305,0
-20.56,42.189,0
-20.958,42.069,0
-21.355,41.947,0
-21.753,41.822,0
-22.151,41.694,0
-22.548,41.562,0
-22.945,41.428,0
-23.342,41.291,0
-23.739,41.151,0
-24.135,41.007,0
-24.531,40.86,0
-24.927,40.711,0
-25.323,40.557,0
-25.718,40.401,0
-26.112,40.242,0
-26.506,40.079,0
-26.9,39.913,0
-27.293,39.743,0
-27.685,39.57,0
-28.077,39.394,0
-28.468,39.214,0
-28.859,39.031,0
-29.248,38.844,0
-29.637,38.654,0
-30.025,38.461,0
-30.412,38.263,0
-30.799,38.063,0
-31.184,37.858,0
-31.568,37.65,0
-31.951,37.439,0
-32.333,37.224,0
-32.714,37.005,0
-33.094,36.782,0
-33.472,36.556,0
-33.849,36.326,0
-34.224,36.092,0
-34.598,35.855,0
-34.971,35.614,0
-35.342,35.369,0
-35.712,35.12,0
-36.079,34.867,0
-36.445,34.611,0
-36.81,34.351,0
-37.172,34.087,0
-37.533,33.819,0
-37.891,33.548,0
-38.248,33.272,0
-38.602,32.993,0
-38.955,32.71,0
-39.305,32.424,0
-39.652,32.133,0
-39.998,31.839,0
-40.341,31.54,0
-40.682,31.238,0
-41.02,30.932,0
-41.355,30.623,0
-41.688,30.31,0
-42.018,29.992,0
-42.346,29.672,0
-42.67,29.347,0
-42.992,29.019,0
-43.311,28.686,0
-43.626,28.351,0
-43.939,28.011,0
