1,1.9366
2,1.9183
3,1.8932
4,1.8612
5,1.8284
6,1.7894
7,1.7506
8,1.7087
9,1.6656
10,1.6249
11,1.5812
12,1.5418
13,1.4986
14,1.4603
15,1.4188
16,1.3838
17,1.3455
18,1.3114
19,1.2801
20,1.2476
21,1.2141
22,1.1833
23,1.1574
24,1.1304
25,1.1031
26,1.0759
27,1.0524
28,1.0307
29,1.0062
30,0.98421
