1,0.99525
2,0.98643
3,0.97526
4,0.96157
5,0.94673
6,0.92888
7,0.90994
8,0.89209
9,0.87119
10,0.8514
11,0.83138
12,0.81098
13,0.79071
14,0.7702
15,0.75025
16,0.73098
17,0.71318
18,0.69479
19,0.678
20,0.66211
21,0.64539
22,0.6286
23,0.61385
24,0.59981
25,0.58546
26,0.57149
27,0.56052
28,0.54663
29,0.53557
30,0.5228
