 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Encoder 3 Pos   Control Effort
   136    1.204            1000            1036            1035            1033          0.2973;
   137    1.213            1000            1036            1035            1033          0.2967;
   138    1.222            1000            1036            1034            1033          0.2961;
   139    1.231            1000            1036            1033            1033          0.2955;
   140    1.240            1000            1035            1033            1032          0.5171;
   141    1.248            1000            1036            1031            1032          0.0733;
   142    1.257            1000            1035            1031            1031          0.5159;
   143    1.266            1000            1036            1030            1030          0.0726;
   144    1.275            1000            1035            1029            1030          0.5147;
   145    1.284            1000            1035            1028            1029          0.2937;
   146    1.293            1000            1034            1027            1028          0.5153;
   147    1.302            1000            1034            1026            1028          0.2937;
   148    1.310            1000            1034            1026            1027          0.2930;
   149    1.319            1000            1033            1025            1027          0.4176;
   150    1.328            1000            1033            1024            1027          0.2930;
   151    1.337            1000            1033            1024            1026          0.5134;
   152    1.346            1000            1034            1024            1026          0.0702;
   153    1.355            1000            1033            1024            1026          0.5128;
   154    1.364            1000            1034            1024            1026          0.0690;
   155    1.372            1000            1033            1024            1026          0.2906;
   156    1.381            1000            1032            1024            1026          0.3046;
   157    1.390            1000            1033            1024            1026          0.2900;
   158    1.399            1000            1032            1025            1026          0.2906;
   159    1.408            1000            1033            1025            1027          0.2888;
   160    1.417            1000            1032            1026            1027          0.2894;
   161    1.426            1000            1033            1026            1027          0.2875;
   162    1.434            1000            1032            1027            1028          0.5092;
   163    1.443            1000            1033            1028            1028          0.2869;
   164    1.452            1000            1033            1028            1029          0.2863;
   165    1.461            1000            1033            1029            1029          0.0647;
   166    1.470            1000            1033            1030            1029          0.2851;
   167    1.479            1000            1033            1030            1030          0.2851;
   168    1.488            1000            1033            1030            1030          0.2845;
   169    1.496            1000            1033            1031            1030          0.2839;
   170    1.505            1000            1033            1031            1031          0.2833;
   171    1.514            1000            1033            1031            1031          0.2827;
   172    1.523            1000            1033            1031            1031          0.2827;
   173    1.532            1000            1033            1031            1031          0.2821;
   174    1.541            1000            1033            1031            1030          0.2814;
   175    1.549            1000            1033            1031            1030          0.2808;
   176    1.558            1000            1033            1030            1030          0.2802;
   177    1.567            1000            1033            1030            1030          0.2796;
   178    1.576            1000            1032            1030            1030          0.2808;
   179    1.585            1000            1033            1029            1029          0.2790;
   180    1.594            1000            1033            1028            1029          0.2784;
   181    1.603            1000            1033            1028            1029          0.2778;
   182    1.611            1000            1032            1027            1028          0.2784;
   183    1.620            1000            1033            1027            1028          0.2772;
   184    1.629            1000            1032            1026            1028          0.2778;
   185    1.638            1000            1032            1026            1027          0.2772;
   186    1.647            1000            1032            1025            1027          0.2766;
   187    1.656            1000            1032            1025            1027          0.1520;
   188    1.665            1000            1031            1025            1027          0.2766;
   189    1.673            1000            1031            1024            1026          0.2766;
   190    1.682            1000            1031            1024            1026          0.2759;
   191    1.691            1000            1030            1024            1026          0.2766;
   192    1.700            1000            1031            1024            1026          0.2747;
   193    1.709            1000            1031            1024            1026          0.2747;
   194    1.718            1000            1031            1024            1026          0.2741;
   195    1.727            1000            1030            1024            1026          0.2747;
   196    1.735            1000            1031            1024            1026          0.2729;
   197    1.744            1000            1030            1025            1026          0.2741;
   198    1.753            1000            1031            1025            1026          0.2723;
   199    1.762            1000            1030            1025            1027          0.4939;
   200    1.771            1000            1031            1026            1027          0.0507;
   201    1.780            1000            1031            1026            1027          0.2711;
   202    1.789            1000            1031            1026            1027          0.0495;
   203    1.797            1000            1031            1027            1027          0.2698;
   204    1.806            1000            1030            1027            1028          0.4915;
   205    1.815            1000            1031            1027            1028          0.2692;
   206    1.824            1000            1031            1028            1028          0.2686;
   207    1.833            1000            1031            1028            1028          0.0470;
   208    1.842            1000            1031            1028            1029          0.2674;
   209    1.851            1000            1031            1028            1029          0.2674;
   210    1.859            1000            1031            1028            1029          0.2668;
   211    1.868            1000            1030            1028            1029          0.4884;
   212    1.877            1000            1031            1028            1029          0.0446;
   213    1.886            1000            1031            1028            1029          0.2656;
   214    1.895            1000            1031            1028            1029          0.2650;
   215    1.904            1000            1031            1028            1029          0.2643;
   216    1.913            1000            1030            1027            1029          0.2650;
   217    1.921            1000            1031            1027            1029          0.2637;
   218    1.930            1000            1030            1027            1029          0.2643;
   219    1.939            1000            1031            1026            1029          0.2625;
   220    1.948            1000            1030            1026            1027          0.2631;
   221    1.957            1000            1030            1026            1027          0.2625;
   222    1.966            1000            1030            1025            1027          0.2625;
   223    1.974            1000            1029            1025            1027          0.2631;
   224    1.983            1000            1029            1025            1027          0.2625;
   225    1.992            1000            1028            1024            1027          0.3871;
   226    2.001            1000            1029            1024            1026          0.0409;
   227    2.010            1000            1029            1024            1026          0.0403;
   228    2.019            1000            1029            1024            1026          0.2607;
   229    2.028            1000            1028            1023            1026          0.2619;
   230    2.036            1000            1029            1023            1026          0.2601;
   231    2.045            1000            1028            1023            1025          0.2607;
   232    2.054            1000            1029            1023            1025          0.2595;
   233    2.063            1000            1028            1023            1025          0.2601;
   234    2.072            1000            1029            1023            1025          0.2582;
   235    2.081            1000            1028            1023            1025          0.2589;
   236    2.090            1000            1028            1023            1025          0.2589;
   237    2.098            1000            1028            1024            1025          0.2582;
   238    2.107            1000            1028            1024            1026          0.2576;
   239    2.116            1000            1027            1024            1026          0.2723;
   240    2.125            1000            1027            1024            1026          0.2582;
   241    2.134            1000            1027            1024            1026          0.2582;
   242    2.143            1000            1027            1025            1026          0.2582;
   243    2.152            1000            1027            1025            1026          0.2576;
   244    2.160            1000            1027            1025            1026          0.2570;
   245    2.169            1000            1027            1025            1026          0.2570;
   246    2.178            1000            1027            1025            1026          0.2564;
   247    2.187            1000            1027            1025            1026          0.2558;
   248    2.196            1000            1027            1025            1026          0.2558;
   249    2.205            1000            1027            1025            1026          0.2552;
   250    2.214            1000            1027            1025            1026          0.2546;
   251    2.222            1000            1027            1025            1026          0.2546;
   252    2.231            1000            1027            1024            1026          0.2540;
   253    2.240            1000            1027            1024            1026          0.2534;
   254    2.249            1000            1027            1024            1026          0.2534;
   255    2.258            1000            1027            1024            1026          0.2527;
   256    2.267            1000            1026            1023            1025          0.2521;
   257    2.276            1000            1026            1023            1025          0.2521;
   258    2.284            1000            1026            1023            1025          0.2515;
   259    2.293            1000            1026            1023            1025          0.2515;
   260    2.302            1000            1026            1023            1025          0.2509;
   261    2.311            1000            1026            1022            1025          0.2509;
   262    2.320            1000            1026            1022            1025          0.2643;
   263    2.329            1000            1026            1022            1025          0.2637;
   264    2.338            1000            1026            1022            1025          0.2497;
   265    2.346            1000            1025            1022            1025          0.3602;
   266    2.355            1000            1025            1022            1024          0.2497;
   267    2.364            1000            1025            1022            1024          0.2491;
   268    2.373            1000            1025            1022            1024          0.2491;
   269    2.382            1000            1025            1022            1024          0.2491;
   270    2.391            1000            1025            1022            1024          0.2485;
   271    2.399            1000            1025            1022            1024          0.2485;
   272    2.408            1000            1025            1022            1024          0.2619;
   273    2.417            1000            1025            1022            1024          0.2479;
   274    2.426            1000            1025            1022            1024          0.2479;
   275    2.435            1000            1025            1022            1024          0.2473;
   276    2.444            1000            1025            1022            1024          0.2466;
   277    2.453            1000            1025            1022            1024          0.2466;
   278    2.461            1000            1025            1022            1024          0.2460;
   279    2.470            1000            1025            1022            1024          0.2454;
   280    2.479            1000            1025            1022            1024          0.2454;
   281    2.488            1000            1025            1022            1024          0.2448;
   282    2.497            1000            1025            1022            1024          0.2448;
   283    2.506            1000            1025            1022            1024          0.2442;
   284    2.515            1000            1025            1022            1024          0.2436;
   285    2.523            1000            1025            1022            1024          0.2436;
   286    2.532            1000            1025            1022            1024          0.2430;
   287    2.541            1000            1024            1022            1024          0.2430;
   288    2.550            1000            1024            1022            1024          0.2424;
   289    2.559            1000            1024            1022            1024          0.2418;
   290    2.568            1000            1024            1022            1024          0.2418;
   291    2.577            1000            1024            1022            1024          0.2418;
   292    2.585            1000            1024            1022            1024          0.2411;
   293    2.594            1000            1024            1022            1024          0.2405;
   294    2.603            1000            1024            1022            1024          0.2405;
   295    2.612            1000            1024            1022            1024          0.2405;
   296    2.621            1000            1024            1022            1024          0.2399;
   297    2.630            1000            1024            1022            1024          0.2393;
   298    2.639            1000            1024            1021            1024          0.2393;
   299    2.647            1000            1024            1021            1024          0.2393;
   300    2.656            1000            1024            1021            1024          0.2387;
   301    2.665            1000            1024            1021            1024          0.2381;
   302    2.674            1000            1024            1021            1024          0.2381;
   303    2.683            1000            1024            1021            1024          0.2381;
   304    2.692            1000            1024            1021            1024          0.2375;
   305    2.701            1000            1024            1021            1024          0.2375;
   306    2.709            1000            1023            1021            1024          0.2369;
   307    2.718            1000            1023            1021            1024          0.2369;
   308    2.727            1000            1023            1021            1024          0.2363;
   309    2.736            1000            1023            1021            1024          0.2363;
   310    2.745            1000            1023            1021            1024          0.2357;
   311    2.754            1000            1023            1021            1024          0.2357;
   312    2.763            1000            1023            1021            1024          0.2350;
   313    2.771            1000            1023            1021            1024          0.2350;
   314    2.780            1000            1023            1021            1024          0.2344;
   315    2.789            1000            1023            1021            1024          0.2344;
   316    2.798            1000            1023            1021            1024          0.2338;
   317    2.807            1000            1023            1021            1024          0.2338;
   318    2.816            1000            1023            1021            1023          0.2332;
   319    2.824            1000            1023            1021            1023          0.2332;
   320    2.833            1000            1023            1021            1023          0.2326;
   321    2.842            1000            1023            1021            1023          0.2326;
   322    2.851            1000            1023            1021            1023          0.2326;
   323    2.860            1000            1023            1021            1023          0.2320;
   324    2.869            1000            1023            1021            1023          0.2320;
   325    2.878            1000            1023            1021            1023          0.2314;
   326    2.886            1000            1023            1021            1023          0.2314;
   327    2.895            1000            1023            1021            1023          0.2308;
   328    2.904            1000            1023            1021            1023          0.2308;
   329    2.913            1000            1023            1021            1023          0.2302;
   330    2.922            1000            1023            1021            1023          0.2295;
   331    2.931            1000            1023            1021            1023          0.2295;
   332    2.940            1000            1022            1020            1023          0.2289;
   333    2.948            1000            1022            1020            1023          0.2289;
   334    2.957            1000            1022            1020            1023          0.2289;
   335    2.966            1000            1022            1020            1023          0.2283;
   336    2.975            1000            1022            1020            1023          0.2283;
   337    2.984            1000            1022            1020            1023          0.2277;
   338    2.993            1000            1022            1020            1023          0.2277;
   339    3.002               0            1022            1020            1023         -4.8840;
   340    3.010               0            1008            1020            1023         -0.2271;
   341    3.019               0             983            1019            1023         -0.5433;
   342    3.028               0             950            1018            1022         -0.0488;
   343    3.037               0             913            1016            1020          0.0079;
   344    3.046               0             879            1011            1016         -0.2827;
   345    3.055               0             845            1004            1008          0.0201;
   346    3.064               0             816             993             998         -0.2894;
   347    3.072               0             790             979             984         -0.0769;
   348    3.081               0             766             961             966         -0.3779;
   349    3.090               0             745             940             944         -0.2961;
   350    3.099               0             725             914             919         -0.3107;
   351    3.108               0             707             885             890         -0.3553;
   352    3.117               0             688             852             858         -0.2051;
   353    3.126               0             671             816             822         -0.4151;
   354    3.134               0             652             777             782         -0.1954;
   355    3.143               0             632             736             742         -0.1954;
   356    3.152               0             611             693             699         -0.1947;
   357    3.161               0             588             648             654         -0.0104;
   358    3.170               0             564             602             609         -0.0043;
   359    3.179               0             539             556             563         -0.0525;
   360    3.188               0             512             510             515          0.1099;
   361    3.196               0             485             463             470         -0.0037;
   362    3.205               0             456             417             424          0.1886;
   363    3.214               0             427             373             379          0.1337;
   364    3.223               0             396             329             335          0.2741;
   365    3.232               0             364             287             294          0.3614;
   366    3.241               0             331             247             252          0.2985;
   367    3.249               0             298             208             215          0.3883;
   368    3.258               0             265             172             179          0.2705;
   369    3.267               0             234             137             144          0.3034;
   370    3.276               0             203             105             112          0.3773;
   371    3.285               0             176              75              83          0.3516;
   372    3.294               0             150              47              55          0.3242;
   373    3.303               0             126              21              29          0.2393;
   374    3.311               0             104              -2               6          0.3608;
   375    3.320               0              84             -23             -15          0.3004;
   376    3.329               0              64             -42             -34          0.3083;
   377    3.338               0              46             -58             -49          0.2454;
   378    3.347               0              30             -72             -64          0.2509;
   379    3.356               0              14             -83             -76          0.2271;
   380    3.365               0              -0             -93             -85          0.3407;
   381    3.373               0             -13            -100             -93          0.1758;
   382    3.382               0             -24            -106             -98          0.2302;
   383    3.391               0             -34            -110            -102          0.2424;
   384    3.400               0             -42            -112            -104          0.0592;
   385    3.409               0             -49            -113            -105          0.2057;
   386    3.418               0             -54            -111            -104          0.2961;
   387    3.427               0             -57            -108            -103          0.0800;
   388    3.435               0             -60            -105            -100          0.0836;
   389    3.444               0             -61            -100             -96          0.0299;
   390    3.453               0             -61             -94             -92          0.0305;
   391    3.462               0             -59             -88             -86          0.0299;
   392    3.471               0             -58             -81             -80          0.0018;
   393    3.480               0             -57             -74             -73          0.0018;
   394    3.489               0             -56             -66             -65          0.0012;
   395    3.497               0             -54             -58             -57         -0.0140;
   396    3.506               0             -52             -50             -49         -0.0702;
   397    3.515               0             -50             -42             -41         -0.0311;
   398    3.524               0             -48             -34             -33         -0.0324;
   399    3.533               0             -46             -27             -26         -0.0214;
   400    3.542               0             -43             -19             -19         -0.0372;
   401    3.551               0             -40             -13             -12         -0.0397;
   402    3.559               0             -37              -6              -6         -0.0568;
   403    3.568               0             -34              -1              -0         -0.0879;
   404    3.577               0             -31               4               5         -0.0629;
   405    3.586               0             -28               8               9         -0.0665;
   406    3.595               0             -25              12              12         -0.0696;
   407    3.604               0             -22              14              15         -0.0867;
   408    3.613               0             -20              16              17         -0.0611;
   409    3.621               0             -18              18              19         -0.0495;
   410    3.630               0             -17              18              20         -0.0366;
   411    3.639               0             -16              18              20         -0.0098;
   412    3.648               0             -15              17              20         -0.0244;
   413    3.657               0             -15              16              18         -0.0110;
   414    3.666               0             -16              14              17         -0.0085;
   415    3.674               0             -16              11              15         -0.0085;
   416    3.683               0             -16               8              12         -0.0085;
   417    3.692               0             -17               5               9          0.0067;
   418    3.701               0             -18               1               6          0.0079;
   419    3.710               0             -18              -3               3          0.0085;
   420    3.719               0             -19              -8              -1          0.0092;
   421    3.728               0             -20             -12              -5          0.1349;
   422    3.736               0             -21             -16             -10         -0.0018;
   423    3.745               0             -21             -21             -14          0.0128;
   424    3.754               0             -22             -25             -18          0.0287;
   425    3.763               0             -23             -29             -22          0.0299;
   426    3.772               0             -24             -32             -25          0.0317;
   427    3.781               0             -25             -36             -29          0.0189;
   428    3.790               0             -26             -39             -32          0.0342;
   429    3.798               0             -27             -41             -34          0.0220;
   430    3.807               0             -28             -43             -36          0.0372;
   431    3.816               0             -29             -45             -38          0.0110;
   432    3.825               0             -29             -46             -39          0.0256;
   433    3.834               0             -30             -47             -40          0.0269;
   434    3.843               0             -31             -48             -40          0.0147;
   435    3.852               0             -31             -48             -40          0.0147;
   436    3.860               0             -31             -46             -40          0.0299;
   437    3.869               0             -31             -45             -39          0.0165;
   438    3.878               0             -32             -43             -38          0.0177;
   439    3.887               0             -30             -41             -37          0.0159;
   440    3.896               0             -30             -39             -35          0.0165;
   441    3.905               0             -30             -36             -33          0.0171;
   442    3.914               0             -30             -34             -31          0.0177;
   443    3.922               0             -30             -31             -28         -0.0934;
   444    3.931               0             -29             -28             -26          0.0037;
   445    3.940               0             -28             -25             -23          0.0024;
   446    3.949               0             -28             -22             -20          0.0165;
   447    3.958               0             -27             -19             -18          0.0024;
   448    3.967               0             -26             -17             -15          0.0018;
   449    3.976               0             -26             -14             -13          0.0153;
   450    3.984               0             -26             -12             -11          0.0012;
   451    3.993               0             -25             -10              -9          0.0012;
   452    4.002               0             -24              -8              -7          0.0006;
   453    4.011               0             -24              -7              -6          0.0140;
   454    4.020               0             -23              -6              -4          0.0000;
   455    4.029               0             -23              -5              -4          0.0000;
   456    4.038               0             -22              -5              -3         -0.0006;
   457    4.046               0             -22              -5              -3          0.0128;
   458    4.055               0             -22              -5              -3          0.0134;
   459    4.064               0             -22              -6              -3          0.0134;
   460    4.073               0             -22              -7              -5          0.0140;
   461    4.082               0             -22              -8              -5          0.0140;
   462    4.091               0             -22              -9              -6          0.0147;
   463    4.099               0             -22             -11              -8          0.0147;
   464    4.108               0             -22             -13              -9          0.0153;
   465    4.117               0             -23             -15             -11          0.2381;
   466    4.126               0             -22             -17             -12         -0.2045;
   467    4.135               0             -23             -19             -14          0.0177;
   468    4.144               0             -23             -21             -16          0.0183;
   469    4.153               0             -24             -23             -17          0.0195;
   470    4.161               0             -24             -25             -19          0.0201;
   471    4.170               0             -25             -27             -20          0.0348;
   472    4.179               0             -25             -28             -22          0.0360;
   473    4.188               0             -26             -29             -23          0.0226;
   474    4.197               0             -26             -31             -24          0.0372;
   475    4.206               0             -26             -31             -25          0.0238;
   476    4.215               0             -26             -32             -26          0.0385;
   477    4.223               0             -27             -33             -26          0.0256;
   478    4.232               0             -27             -33             -26          0.0256;
   479    4.241               0             -27             -33             -26          0.0263;
   480    4.250               0             -27             -33             -26          0.0269;
   481    4.259               0             -27             -31             -26          0.0269;
   482    4.268               0             -27             -30             -25          0.0275;
   483    4.277               0             -27             -29             -25          0.0275;
   484    4.285               0             -27             -28             -24          0.0281;
   485    4.294               0             -27             -27             -23          0.0287;
   486    4.303               0             -25             -25             -22          0.0269;
   487    4.312               0             -25             -24             -20          0.0275;
   488    4.321               0             -25             -22             -19          0.0281;
   489    4.330               0             -25             -21             -18          0.0281;
   490    4.339               0             -25             -19             -17          0.0281;
   491    4.347               0             -24             -18             -15          0.0140;
   492    4.356               0             -24             -16             -14          0.0281;
   493    4.365               0             -23             -15             -13          0.0134;
   494    4.374               0             -23             -14             -12          0.0134;
   495    4.383               0             -23             -13             -11          0.0275;
   496    4.392               0             -23             -12             -11          0.0275;
   497    4.401               0             -23             -12             -10          0.0281;
   498    4.409               0             -22             -11             -10          0.0281;
   499    4.418               0             -22             -11              -9          0.0281;
   500    4.427               0             -22             -11              -9          0.0281;
   501    4.436               0             -22             -12              -9          0.0281;
   502    4.445               0             -21             -12              -9         -0.1935;
   503    4.454               0             -22             -13             -11          0.2503;
   504    4.463               0             -22             -13             -11          0.0293;
   505    4.471               0             -22             -14             -11          0.2509;
   506    4.480               0             -22             -15             -12          0.0299;
   507    4.489               0             -22             -16             -12          0.0305;
   508    4.498               0             -22             -17             -13          0.0305;
   509    4.507               0             -22             -18             -14          0.0311;
   510    4.516               0             -22             -19             -15          0.0311;
   511    4.524               0             -23             -20             -16          0.0464;
   512    4.533               0             -23             -22             -16          0.0330;
   513    4.542               0             -23             -22             -17          0.0476;
   514    4.551               0             -23             -23             -18          0.0342;
   515    4.560               0             -24             -24             -19          0.0348;
   516    4.569               0             -24             -25             -19          0.0348;
   517    4.578               0             -24             -25             -19          0.0354;
   518    4.586               0             -24             -26             -20          0.0354;
   519    4.595               0             -24             -26             -20          0.0360;
   520    4.604               0             -24             -26             -20          0.0366;
   521    4.613               0             -24             -26             -20          0.0372;
   522    4.622               0             -24             -26             -20          0.0372;
   523    4.631               0             -24             -24             -20          0.0379;
   524    4.640               0             -23             -24             -19          0.0372;
   525    4.648               0             -23             -23             -19          0.0372;
   526    4.657               0             -23             -22             -19          0.0379;
   527    4.666               0             -23             -22             -18          0.0379;
   528    4.675               0             -23             -21             -17          0.0385;
   529    4.684               0             -23             -20             -16          0.0385;
   530    4.693               0             -22             -19             -16          0.0385;
   531    4.702               0             -22             -18             -15          0.0244;
   532    4.710               0             -22             -18             -15          0.0244;
   533    4.719               0             -22             -17             -14          0.0385;
   534    4.728               0             -22             -16             -14          0.0385;
   535    4.737               0             -22             -15             -13          0.0391;
   536    4.746               0             -22             -15             -12          0.0391;
   537    4.755               0             -21             -14             -12          0.0397;
   538    4.764               0             -21             -14             -12          0.0397;
   539    4.772               0             -21             -14             -12          0.0256;
   540    4.781               0             -21             -14             -11          0.0397;
   541    4.790               0             -21             -14             -11          0.0403;
   542    4.799               0             -21             -14             -11          0.0403;
   543    4.808               0             -21             -14             -11          0.0409;
   544    4.817               0             -21             -15             -11          0.0409;
   545    4.826               0             -21             -15             -13          0.0415;
   546    4.834               0             -21             -15             -13          0.0415;
   547    4.843               0             -21             -16             -13          0.0415;
   548    4.852               0             -21             -17             -13          0.0421;
   549    4.861               0             -21             -17             -14          0.0421;
   550    4.870               0             -21             -18             -14          0.0427;
   551    4.879               0             -21             -18             -15          0.0427;
   552    4.888               0             -21             -19             -15          0.0433;
   553    4.896               0             -21             -19             -15          0.0433;
   554    4.905               0             -21             -20             -16          0.0440;
   555    4.914               0             -21             -20             -16         -0.0800;
   556    4.923               0             -22             -21             -16          0.0458;
   557    4.932               0             -21             -21             -16          0.0446;
   558    4.941               0             -22             -22             -17          0.2668;
   559    4.949               0             -21             -22             -17          0.0452;
   560    4.958               0             -22             -22             -17          0.0470;
   561    4.967               0             -21             -22             -17          0.0458;
   562    4.976               0             -22             -22             -17          0.0476;
   563    4.985               0             -21             -22             -17          0.0464;
   564    4.994               0             -22             -22             -17          0.0482;
   565    5.003               0             -21             -20             -16          0.0470;
   566    5.011               0             -22             -20             -16          0.2692;
   567    5.020               0             -21             -19             -16          0.0476;
   568    5.029               0             -21             -19             -16          0.0482;
   569    5.038               0             -21             -18             -15          0.0482;
   570    5.047               0             -21             -18             -15          0.0488;
   571    5.056               0             -21             -17             -15          0.0488;
