 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Encoder 3 Pos   Control Effort
   140    1.240            1000            1014            1005             998          0.0769;
   141    1.248            1000            1014            1006             999          0.2973;
   142    1.257            1000            1014            1007             999          0.2973;
   143    1.266            1000            1014            1008            1000          0.2967;
   144    1.275            1000            1014            1008            1000          0.2967;
   145    1.284            1000            1014            1009            1000          0.2967;
   146    1.293            1000            1014            1009            1000          0.2961;
   147    1.302            1000            1014            1009            1000          0.2961;
   148    1.310            1000            1014            1009            1000          0.2961;
   149    1.319            1000            1014            1009            1000          0.2955;
   150    1.328            1000            1014            1007            1000          0.2955;
   151    1.337            1000            1014            1007            1000          0.2955;
   152    1.346            1000            1014            1006             999          0.2949;
   153    1.355            1000            1014            1005             999          0.2949;
   154    1.364            1000            1014            1005             998          0.2949;
   155    1.372            1000            1014            1004             998          0.2943;
   156    1.381            1000            1014            1003             997          0.0733;
   157    1.390            1000            1013            1002             997          0.2955;
   158    1.399            1000            1013            1001             996          0.2949;
   159    1.408            1000            1013            1000             996          0.2949;
   160    1.417            1000            1013            1000             995          0.2949;
   161    1.426            1000            1013             999             994          0.2943;
   162    1.434            1000            1012             998             994          0.2955;
   163    1.443            1000            1013             998             993          0.0733;
   164    1.452            1000            1012             997             993          0.5159;
   165    1.461            1000            1012             997             993          0.2949;
   166    1.470            1000            1012             997             993          0.2949;
   167    1.479            1000            1012             997             993          0.2943;
   168    1.488            1000            1012             997             993          0.2943;
   169    1.496            1000            1012             997             993          0.2943;
   170    1.505            1000            1012             998             993          0.2937;
   171    1.514            1000            1012             998             993          0.2937;
   172    1.523            1000            1012             999             994          0.2937;
   173    1.532            1000            1011             999             994          0.5153;
   174    1.541            1000            1012            1000             994          0.0720;
   175    1.549            1000            1012            1001             995          0.2930;
   176    1.558            1000            1012            1001             995          0.2930;
   177    1.567            1000            1012            1002             996          0.2924;
   178    1.576            1000            1012            1002             996          0.2924;
   179    1.585            1000            1013            1003             997          0.0702;
   180    1.594            1000            1013            1004             997          0.2906;
   181    1.603            1000            1013            1004             997          0.2906;
   182    1.611            1000            1013            1005             998          0.2906;
   183    1.620            1000            1014            1005             998          0.0684;
   184    1.629            1000            1013            1005             998          0.5110;
   185    1.638            1000            1013            1006             998          0.2900;
   186    1.647            1000            1014            1006             998          0.2882;
   187    1.656            1000            1014            1006             998          0.2882;
   188    1.665            1000            1013            1006             998          0.5098;
   189    1.673            1000            1014            1006             998          0.0672;
   190    1.682            1000            1014            1006             998          0.2875;
   191    1.691            1000            1014            1006             998          0.2875;
   192    1.700            1000            1013            1004             998          0.5092;
   193    1.709            1000            1013            1004             997          0.2882;
   194    1.718            1000            1014            1003             997          0.0659;
   195    1.727            1000            1014            1003             997          0.2863;
   196    1.735            1000            1013            1002             997          0.5085;
   197    1.744            1000            1013            1002             996          0.2875;
   198    1.753            1000            1013            1001             996          0.0659;
   199    1.762            1000            1013            1001             996          0.2869;
   200    1.771            1000            1012            1000             995          0.5085;
   201    1.780            1000            1012            1000             995          0.2875;
   202    1.789            1000            1012            1000             995          0.2875;
   203    1.797            1000            1012             999             995          0.2875;
   204    1.806            1000            1012             999             995          0.2869;
   205    1.815            1000            1012             999             994          0.2869;
   206    1.824            1000            1012             999             994          0.2869;
   207    1.833            1000            1012             999             994          0.1624;
   208    1.842            1000            1011             999             994          0.5085;
   209    1.851            1000            1012             999             994          0.0653;
   210    1.859            1000            1012             999             994          0.2857;
   211    1.868            1000            1012             999             995          0.2857;
   212    1.877            1000            1012            1000             995          0.2857;
   213    1.886            1000            1012            1000             995          0.2851;
   214    1.895            1000            1012            1000             995          0.2851;
   215    1.904            1000            1012            1001             995          0.2851;
   216    1.913            1000            1012            1001             995          0.2851;
   217    1.921            1000            1012            1001             996          0.2845;
   218    1.930            1000            1012            1002             996          0.2845;
   219    1.939            1000            1012            1002             996          0.2845;
   220    1.948            1000            1012            1003             996          0.2839;
   221    1.957            1000            1012            1003             996          0.2839;
   222    1.966            1000            1012            1003             997          0.2839;
   223    1.974            1000            1012            1004             997          0.2833;
   224    1.983            1000            1012            1004             997          0.2833;
   225    1.992            1000            1012            1004             997          0.2833;
   226    2.001            1000            1012            1004             997          0.2827;
   227    2.010            1000            1012            1004             997          0.2827;
   228    2.019            1000            1012            1004             997          0.2827;
   229    2.028            1000            1012            1004             997          0.2821;
   230    2.036            1000            1012            1004             997          0.2821;
   231    2.045            1000            1012            1004             997          0.2821;
   232    2.054            1000            1012            1002             996          0.2821;
   233    2.063            1000            1012            1002             996          0.2814;
   234    2.072            1000            1012            1002             996          0.2814;
   235    2.081            1000            1012            1001             996          0.2814;
   236    2.090            1000            1012            1001             996          0.2808;
   237    2.098            1000            1011            1001             996          0.5031;
   238    2.107            1000            1012            1000             995          0.2808;
   239    2.116            1000            1012            1000             995          0.2802;
   240    2.125            1000            1012            1000             995          0.2802;
   241    2.134            1000            1012            1000             995          0.2802;
   242    2.143            1000            1012            1000             995          0.2796;
   243    2.152            1000            1012            1000             995          0.2796;
   244    2.160            1000            1011             999             995          0.5018;
   245    2.169            1000            1011             999             995          0.2802;
   246    2.178            1000            1012             999             995          0.0580;
   247    2.187            1000            1012            1000             995          0.2790;
   248    2.196            1000            1011            1000             995          0.5006;
   249    2.205            1000            1012            1000             995          0.0574;
   250    2.214            1000            1012            1000             995          0.2784;
   251    2.222            1000            1012            1000             995          0.2784;
   252    2.231            1000            1011            1000             995          0.5000;
   253    2.240            1000            1012            1001             995          0.2778;
   254    2.249            1000            1012            1001             996          0.2778;
   255    2.258            1000            1012            1001             996          0.2772;
   256    2.267            1000            1012            1002             996          0.2772;
   257    2.276            1000            1011            1002             996          0.4994;
   258    2.284            1000            1012            1002             996          0.0562;
   259    2.293            1000            1012            1003             996          0.2766;
   260    2.302            1000            1012            1003             996          0.2766;
   261    2.311            1000            1012            1003             996          0.2766;
   262    2.320            1000            1011            1003             996          0.4982;
   263    2.329            1000            1012            1003             997          0.0549;
   264    2.338            1000            1012            1004             996          0.2759;
   265    2.346            1000            1012            1004             996          0.2753;
   266    2.355            1000            1012            1004             996          0.2753;
   267    2.364            1000            1012            1002             996          0.2753;
   268    2.373            1000            1012            1002             996          0.2747;
   269    2.382            1000            1012            1002             996          0.0537;
   270    2.391            1000            1012            1002             996          0.2747;
   271    2.399            1000            1011            1001             996          0.4963;
   272    2.408            1000            1012            1001             996          0.0531;
   273    2.417            1000            1012            1001             996          0.2741;
   274    2.426            1000            1012            1001             995          0.2741;
   275    2.435            1000            1011            1000             995          0.4957;
   276    2.444            1000            1011            1000             995          0.2747;
   277    2.453            1000            1012            1000             995          0.0525;
   278    2.461            1000            1012            1000             995          0.2729;
   279    2.470            1000            1011            1000             995          0.4951;
   280    2.479            1000            1011            1000             995          0.2741;
   281    2.488            1000            1012            1000             995          0.0519;
   282    2.497            1000            1012            1000             995          0.2723;
   283    2.506            1000            1011            1000             995          0.2735;
   284    2.515            1000            1011            1000             995          0.2735;
   285    2.523            1000            1011            1000             995          0.2729;
   286    2.532            1000            1011            1000             995          0.2729;
   287    2.541            1000            1011            1000             995          0.2729;
   288    2.550            1000            1010            1000             995          0.2735;
   289    2.559            1000            1011            1000             995          0.2723;
   290    2.568            1000            1011            1001             995          0.2723;
   291    2.577            1000            1011            1001             995          0.2723;
   292    2.585            1000            1011            1001             995          0.2717;
   293    2.594            1000            1011            1001             995          0.2717;
   294    2.603            1000            1011            1001             996          0.2717;
   295    2.612            1000            1011            1001             996          0.2717;
   296    2.621            1000            1011            1001             996          0.2711;
   297    2.630            1000            1011            1001             996          0.2711;
   298    2.639            1000            1011            1001             996          0.2711;
   299    2.647            1000            1011            1001             996          0.2705;
   300    2.656            1000            1011            1001             996          0.2705;
   301    2.665            1000            1011            1001             996          0.2705;
   302    2.674            1000            1011            1001             996          0.2705;
   303    2.683            1000            1011            1001             996          0.2698;
   304    2.692            1000            1011            1001             995          0.2698;
   305    2.701            1000            1011            1000             995          0.2698;
   306    2.709            1000            1011            1000             995          0.2698;
   307    2.718            1000            1011            1000             995          0.2692;
   308    2.727            1000            1011            1000             995          0.2692;
   309    2.736            1000            1011            1000             995          0.2692;
   310    2.745            1000            1010            1000             995          0.4908;
   311    2.754            1000            1011            1000             995          0.2686;
   312    2.763            1000            1011            1000             995          0.2686;
   313    2.771            1000            1011            1000             995          0.2686;
   314    2.780            1000            1011            1000             995          0.2680;
   315    2.789            1000            1010            1000             995          0.4902;
   316    2.798            1000            1011            1000             995          0.0470;
   317    2.807            1000            1011            1000             995          0.2680;
   318    2.816            1000            1010            1000             995          0.4896;
   319    2.824            1000            1011            1000             995          0.0464;
   320    2.833            1000            1011            1000             995          0.2674;
   321    2.842            1000            1011            1000             995          0.2668;
   322    2.851            1000            1011            1000             995          0.2668;
   323    2.860            1000            1011            1000             995          0.2668;
   324    2.869            1000            1011            1000             995          0.0458;
   325    2.878            1000            1011            1001             995          0.2662;
   326    2.886            1000            1010            1001             995          0.4884;
   327    2.895            1000            1010            1001             995          0.2674;
   328    2.904            1000            1011            1001             996          0.0452;
   329    2.913            1000            1011            1001             996          0.2656;
   330    2.922            1000            1011            1001             996          0.2656;
   331    2.931            1000            1011            1001             996          0.2656;
   332    2.940            1000            1011            1001             996          0.0446;
   333    2.948            1000            1011            1001             996          0.2650;
   334    2.957            1000            1011            1001             996          0.2650;
   335    2.966            1000            1011            1001             996          0.2650;
   336    2.975            1000            1010            1001             996          0.4866;
   337    2.984            1000            1011            1001             996          0.0433;
   338    2.993            1000            1011            1001             995          0.2643;
   339    3.002               0            1011            1001             995         -4.8840;
   340    3.010               0            1004            1000             995         -0.3230;
   341    3.019               0             990            1000             995         -0.2924;
   342    3.028               0             972            1000             995         -0.6172;
   343    3.037               0             949             998             994         -0.6465;
   344    3.046               0             921             996             992         -0.0061;
   345    3.055               0             891             992             989          0.0153;
   346    3.064               0             863             985             983         -0.2814;
   347    3.072               0             834             976             975         -0.4121;
   348    3.081               0             804             964             963          0.0531;
   349    3.090               0             776             949             948          0.0611;
   350    3.099               0             751             931             929         -0.4042;
   351    3.108               0             727             908             907         -0.3321;
   352    3.117               0             703             882             881         -0.0934;
   353    3.126               0             681             852             852         -0.1746;
   354    3.134               0             661             819             819         -0.4231;
   355    3.143               0             642             783             782         -0.3687;
   356    3.152               0             622             743             742         -0.1337;
   357    3.161               0             602             702             702         -0.0916;
   358    3.170               0             583             658             658         -0.4090;
   359    3.179               0             563             613             613         -0.2845;
   360    3.188               0             541             567             567         -0.0177;
   361    3.196               0             518             520             522         -0.0128;
   362    3.205               0             496             473             473         -0.1178;
   363    3.214               0             471             428             428          0.0140;
   364    3.223               0             445             382             383          0.1068;
   365    3.232               0             418             339             339          0.2289;
   366    3.241               0             390             297             296          0.1453;
   367    3.249               0             362             256             257          0.0354;
   368    3.258               0             331             218             217          0.2173;
   369    3.267               0             300             183             182          0.3742;
   370    3.276               0             267             149             150          0.3803;
   371    3.285               0             235             118             119          0.3315;
   372    3.294               0             204              90              91          0.4481;
   373    3.303               0             173              64              66          0.3297;
   374    3.311               0             143              40              41          0.5000;
   375    3.320               0             116              19              20          0.4481;
   376    3.329               0              90              -1               1          0.3382;
   377    3.338               0              67             -19             -17          0.3504;
   378    3.347               0              45             -34             -33          0.3614;
   379    3.356               0              25             -48             -47          0.3565;
   380    3.365               0               7             -61             -60          0.3492;
   381    3.373               0              -9             -72             -70          0.3822;
   382    3.382               0             -22             -82             -80          0.2601;
   383    3.391               0             -35             -90             -88          0.2888;
   384    3.400               0             -45             -97             -96          0.1917;
   385    3.409               0             -54            -104            -101          0.1056;
   386    3.418               0             -61            -108            -107          0.1148;
   387    3.427               0             -68            -112            -111          0.4280;
   388    3.435               0             -73            -115            -113          0.2002;
   389    3.444               0             -77            -117            -116          0.0531;
   390    3.453               0             -78            -118            -117          0.0562;
   391    3.462               0             -80            -119            -118          0.0598;
   392    3.471               0             -82            -118            -118          0.0629;
   393    3.480               0             -81            -116            -116          0.0635;
   394    3.489               0             -81            -114            -115         -0.0464;
   395    3.497               0             -79            -111            -113          0.0360;
   396    3.506               0             -78            -108            -110          0.0629;
   397    3.515               0             -76            -104            -107          0.0208;
   398    3.524               0             -75             -99            -103          0.0342;
   399    3.533               0             -73             -94             -98          0.0189;
   400    3.542               0             -71             -88             -93          0.0049;
   401    3.551               0             -70             -83             -87          0.0586;
   402    3.559               0             -68             -77             -82          0.0165;
   403    3.568               0             -66             -71             -76          0.0012;
   404    3.577               0             -64             -65             -70         -0.0275;
   405    3.586               0             -62             -59             -64         -0.0702;
   406    3.595               0             -61             -53             -59          0.0256;
   407    3.604               0             -59             -48             -53         -0.0592;
   408    3.613               0             -57             -43             -48         -0.0195;
   409    3.621               0             -54             -38             -44         -0.0214;
   410    3.630               0             -52             -34             -39         -0.0092;
   411    3.639               0             -50             -30             -35         -0.0110;
   412    3.648               0             -48             -27             -32          0.0012;
   413    3.657               0             -46             -24             -29          0.0409;
   414    3.666               0             -44             -22             -27          0.0110;
   415    3.674               0             -41             -20             -25          0.0092;
   416    3.683               0             -40             -19             -24          0.0079;
   417    3.692               0             -38             -19             -24          0.0061;
   418    3.701               0             -36             -19             -24          0.0049;
   419    3.710               0             -35             -19             -24          0.0043;
   420    3.719               0             -34             -20             -24          0.0031;
   421    3.728               0             -33             -21             -25          0.0165;
   422    3.736               0             -33             -22             -26          0.0165;
   423    3.745               0             -32             -24             -27          0.0159;
   424    3.754               0             -32             -26             -28          0.0299;
   425    3.763               0             -32             -28             -30          0.0305;
   426    3.772               0             -33             -30             -32          0.3498;
   427    3.781               0             -33             -32             -34          0.0330;
   428    3.790               0             -33             -35             -36          0.0336;
   429    3.798               0             -34             -37             -38          0.0354;
   430    3.807               0             -34             -39             -40          0.0354;
   431    3.816               0             -35             -41             -42          0.0513;
   432    3.825               0             -36             -43             -44          0.0525;
   433    3.834               0             -36             -45             -45          0.0678;
   434    3.843               0             -37             -47             -47          0.0409;
   435    3.852               0             -37             -48             -48          0.0415;
   436    3.860               0             -37             -49             -49          0.0421;
   437    3.869               0             -38             -50             -50          0.0574;
   438    3.878               0             -38             -51             -51          0.0446;
   439    3.887               0             -38             -51             -51          0.0592;
   440    3.896               0             -39             -51             -52          0.0464;
   441    3.905               0             -39             -51             -52          0.0470;
   442    3.914               0             -39             -50             -52          0.0470;
   443    3.922               0             -39             -49             -50          0.0476;
   444    3.931               0             -39             -48             -49          0.0482;
   445    3.940               0             -39             -47             -48          0.0488;
   446    3.949               0             -37             -45             -48          0.0476;
   447    3.958               0             -37             -44             -47          0.0482;
   448    3.967               0             -37             -42             -45          0.0488;
   449    3.976               0             -37             -41             -44          0.0495;
   450    3.984               0             -37             -39             -43         -0.0611;
   451    3.993               0             -36             -37             -41          0.0495;
   452    4.002               0             -36             -36             -40          0.0501;
   453    4.011               0             -35             -34             -39          0.0495;
   454    4.020               0             -35             -33             -37          0.0354;
   455    4.029               0             -34             -32             -36          0.0354;
   456    4.038               0             -34             -30             -35          0.0488;
   457    4.046               0             -34             -29             -34          0.0495;
   458    4.055               0             -34             -28             -33          0.0360;
   459    4.064               0             -33             -28             -33          0.0501;
   460    4.073               0             -33             -28             -32          0.0501;
   461    4.082               0             -33             -27             -32          0.0366;
   462    4.091               0             -32             -27             -32          0.0501;
   463    4.099               0             -32             -28             -32          0.0366;
   464    4.108               0             -32             -28             -32          0.0366;
   465    4.117               0             -32             -28             -33          0.0507;
   466    4.126               0             -32             -29             -33          0.0513;
   467    4.135               0             -32             -30             -33          0.0519;
   468    4.144               0             -32             -31             -34          0.0519;
   469    4.153               0             -32             -32             -35          0.0525;
   470    4.161               0             -33             -33             -36          0.2753;
   471    4.170               0             -33             -34             -36          0.0549;
   472    4.179               0             -32             -35             -37         -0.1667;
   473    4.188               0             -33             -36             -38          0.2772;
   474    4.197               0             -33             -37             -39          0.0568;
   475    4.206               0             -33             -38             -40          0.0568;
   476    4.215               0             -33             -39             -41          0.0574;
   477    4.223               0             -33             -40             -41          0.0580;
   478    4.232               0             -33             -41             -42          0.0586;
   479    4.241               0             -34             -41             -42          0.0598;
   480    4.250               0             -34             -41             -43          0.0604;
   481    4.259               0             -34             -42             -43          0.0611;
   482    4.268               0             -34             -42             -43          0.0617;
   483    4.277               0             -34             -41             -43          0.0623;
   484    4.285               0             -34             -41             -42          0.0623;
   485    4.294               0             -34             -41             -42          0.0629;
   486    4.303               0             -34             -40             -42          0.0635;
   487    4.312               0             -34             -40             -41          0.0641;
   488    4.321               0             -33             -39             -41          0.0635;
   489    4.330               0             -33             -38             -40          0.0635;
   490    4.339               0             -33             -37             -40          0.0641;
   491    4.347               0             -33             -36             -39          0.0647;
   492    4.356               0             -33             -36             -39          0.0653;
   493    4.365               0             -33             -35             -38          0.0653;
   494    4.374               0             -32             -34             -37          0.0653;
   495    4.383               0             -32             -33             -37          0.0659;
   496    4.392               0             -32             -32             -36          0.0659;
   497    4.401               0             -32             -32             -36          0.0525;
   498    4.409               0             -32             -31             -35          0.0665;
   499    4.418               0             -31             -30             -35          0.0665;
   500    4.427               0             -31             -30             -34          0.0525;
   501    4.436               0             -31             -30             -34          0.0665;
   502    4.445               0             -31             -30             -34          0.0531;
   503    4.454               0             -30             -29             -34          0.0672;
   504    4.463               0             -30             -30             -34          0.0672;
   505    4.471               0             -30             -30             -34          0.0678;
   506    4.480               0             -30             -30             -34          0.0678;
   507    4.489               0             -30             -30             -34          0.0543;
   508    4.498               0             -30             -31             -35          0.0684;
   509    4.507               0             -30             -31             -35          0.0684;
   510    4.516               0             -30             -32             -35          0.0690;
   511    4.524               0             -30             -32             -35          0.0696;
   512    4.533               0             -30             -33             -36          0.0702;
   513    4.542               0             -30             -33             -36          0.0702;
   514    4.551               0             -30             -34             -36          0.0708;
   515    4.560               0             -30             -35             -37          0.0714;
   516    4.569               0             -30             -35             -37          0.0714;
   517    4.578               0             -30             -35             -38          0.0720;
   518    4.586               0             -30             -36             -38          0.0726;
   519    4.595               0             -30             -36             -38          0.0726;
   520    4.604               0             -30             -36             -38          0.0733;
   521    4.613               0             -30             -36             -39          0.0739;
   522    4.622               0             -30             -36             -39          0.0745;
   523    4.631               0             -30             -36             -39          0.0745;
   524    4.640               0             -30             -36             -39          0.0751;
   525    4.648               0             -30             -36             -39          0.0757;
   526    4.657               0             -30             -36             -39          0.0757;
   527    4.666               0             -30             -35             -39          0.0763;
   528    4.675               0             -30             -35             -37          0.0769;
   529    4.684               0             -30             -34             -37          0.0769;
   530    4.693               0             -30             -34             -37          0.0775;
   531    4.702               0             -30             -33             -36          0.0781;
   532    4.710               0             -29             -33             -36          0.0781;
   533    4.719               0             -29             -32             -36          0.0788;
   534    4.728               0             -29             -32             -36          0.0794;
   535    4.737               0             -29             -31             -35          0.0794;
   536    4.746               0             -28             -31             -35          0.0781;
   537    4.755               0             -28             -30             -35          0.0788;
   538    4.764               0             -28             -30             -34          0.0794;
   539    4.772               0             -28             -30             -34          0.0794;
   540    4.781               0             -28             -29             -34          0.0800;
   541    4.790               0             -28             -29             -34          0.0806;
   542    4.799               0             -28             -29             -33          0.0806;
   543    4.808               0             -27             -29             -33          0.0806;
   544    4.817               0             -27             -29             -33          0.0806;
   545    4.826               0             -27             -29             -33          0.0812;
   546    4.834               0             -26             -29             -33          0.0800;
   547    4.843               0             -26             -29             -33          0.0806;
   548    4.852               0             -26             -29             -33          0.0806;
   549    4.861               0             -26             -29             -34          0.0812;
   550    4.870               0             -26             -30             -34          0.0812;
   551    4.879               0             -26             -30             -34          0.0818;
   552    4.888               0             -26             -30             -34          0.0824;
   553    4.896               0             -26             -30             -34          0.0824;
   554    4.905               0             -26             -31             -34          0.0830;
   555    4.914               0             -26             -31             -34          0.0830;
   556    4.923               0             -26             -31             -35          0.0836;
   557    4.932               0             -26             -31             -35          0.0836;
   558    4.941               0             -26             -31             -35          0.0842;
   559    4.949               0             -26             -31             -35          0.0849;
   560    4.958               0             -26             -31             -35          0.0849;
   561    4.967               0             -26             -31             -35          0.0855;
   562    4.976               0             -26             -31             -36          0.0855;
   563    4.985               0             -26             -31             -36          0.0861;
   564    4.994               0             -26             -31             -36          0.0867;
   565    5.003               0             -26             -31             -36          0.0867;
   566    5.011               0             -26             -31             -34          0.0873;
   567    5.020               0             -26             -30             -34          0.0873;
   568    5.029               0             -25             -30             -34         -0.1343;
   569    5.038               0             -26             -30             -34          0.3089;
   570    5.047               0             -26             -30             -34          0.0885;
   571    5.056               0             -25             -29             -34         -0.1331;
   572    5.065               0             -26             -29             -33          0.3101;
   573    5.073               0             -26             -29             -33          0.0897;
   574    5.082               0             -25             -29             -33         -0.1319;
   575    5.091               0             -25             -29             -33          0.0891;
   576    5.100               0             -25             -28             -33          0.0897;
   577    5.109               0             -25             -28             -33          0.0897;
   578    5.118               0             -25             -28             -33          0.0904;
   579    5.127               0             -24             -28             -33          0.0897;
   580    5.135               0             -24             -28             -33          0.0897;
   581    5.144               0             -24             -28             -33          0.0904;
   582    5.153               0             -24             -28             -33          0.0904;
   583    5.162               0             -23             -28             -33          0.0897;
   584    5.171               0             -23             -28             -33          0.0897;
   585    5.180               0             -23             -28             -33          0.0904;
